City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Anchorage,US,2022-02-14 15:33:01,61.2181,-149.9003,26.67,92,100,5.01
295,Aksarka,RU,2022-02-14 15:32:26,66.5606,67.7975,-28.82,100,83,1.9
296,Nouadhibou,MR,2022-02-14 15:32:54,20.931,-17.0347,78.78,31,99,9.22
297,Sapele,NG,2022-02-14 15:35:16,5.8941,5.6767,100.76,22,18,2.15
298,Beringovskiy,RU,2022-02-14 15:35:16,63.05,179.3167,-21.19,96,98,13.15
299,Fairbanks,US,2022-02-14 15:35:02,64.8378,-147.7164,-5.76,72,20,0.0
300,Kruisfontein,ZA,2022-02-14 15:31:31,-34.0033,24.7314,68.27,68,98,19.57
301,Sao Joao Dos Patos,BR,2022-02-14 15:35:17,-6.495,-43.7022,86.45,56,30,4.52
302,Venado Tuerto,AR,2022-02-14 15:35:18,-33.7456,-61.9688,81.9,29,0,9.57
303,Havre-Saint-Pierre,CA,2022-02-14 15:32:24,50.2334,-63.5986,-3.64,54,75,11.5
304,Ilulissat,GL,2022-02-14 15:35:18,69.2167,-51.1,1.42,66,75,4.61
305,Tamale,GH,2022-02-14 15:31:15,9.4008,-0.8393,101.37,11,21,7.11
306,Comodoro Rivadavia,AR,2022-02-14 15:35:19,-45.8667,-67.5,64.26,48,0,20.71
307,Boguchany,RU,2022-02-14 15:35:19,58.3814,97.4531,-13.76,99,67,5.1
308,Erzin,TR,2022-02-14 15:35:20,36.9559,36.2,57.92,85,22,4.5
309,Bardiyah,LY,2022-02-14 15:35:20,31.7561,25.0865,58.5,64,19,11.34
310,Kibala,TD,2022-02-14 15:35:20,9.1104,18.3463,102.15,8,0,6.91
311,Srednekolymsk,RU,2022-02-14 15:35:21,67.45,153.6833,-32.6,99,25,6.29
312,Lompoc,US,2022-02-14 15:32:47,34.6391,-120.4579,74.08,100,100,3.44
313,Sambava,MG,2022-02-14 15:35:21,-14.2667,50.1667,79.25,87,88,8.75
314,Banjar,ID,2022-02-14 15:35:22,-8.19,114.9675,76.91,89,72,3.31
315,El Tocuyo,VE,2022-02-14 15:35:22,9.7873,-69.7937,82.26,47,53,5.91
316,San Patricio,US,2022-02-14 15:31:53,28.017,-97.5169,56.07,41,100,7.87
317,Port Moresby,PG,2022-02-14 15:32:00,-9.4431,147.1797,76.42,94,75,9.22
318,Cesis,LV,2022-02-14 15:35:23,57.3119,25.2746,37.72,70,100,13.31
319,Fare,PF,2022-02-14 15:35:23,-16.7,-151.0167,80.35,76,67,17.54
320,Nakano,JP,2022-02-14 15:35:23,36.75,138.3667,33.98,81,85,5.06
321,Port-Cartier,CA,2022-02-14 15:32:02,50.0334,-66.8654,3.74,76,100,4.56
322,Devonport,AU,2022-02-14 15:35:24,-41.1667,146.35,60.1,92,21,5.84
323,Orlik,RU,2022-02-14 15:35:24,52.5178,99.825,-23.98,97,35,3.11
324,Fukue,JP,2022-02-14 15:35:25,32.6881,128.8419,51.13,58,80,20.04
325,Goderich,CA,2022-02-14 15:35:25,43.7501,-81.7165,11.91,78,99,8.05
326,Solnechnyy,RU,2022-02-14 15:35:26,50.7214,136.6319,0.27,96,59,5.84
327,Kashi,CN,2022-02-14 15:35:26,39.4547,75.9797,36.61,30,20,4.47
328,Nibbar,TN,2022-02-14 15:35:27,36.2941,8.7666,57.88,55,40,4.61
329,Trindade,BR,2022-02-14 15:35:27,-16.6494,-49.4889,82.15,82,47,5.03
330,Urumqi,CN,2022-02-14 15:35:27,43.801,87.6005,11.35,92,75,0.0
331,Kloulklubed,PW,2022-02-14 15:35:28,7.0419,134.2556,79.3,74,99,14.52
332,Griffith,US,2022-02-14 15:35:28,41.5284,-87.4237,18.05,68,100,11.5
333,Moultonborough,US,2022-02-14 15:35:29,43.7548,-71.3967,18.82,63,99,13.0
334,Cluses,FR,2022-02-14 15:35:29,46.0625,6.575,48.29,99,100,3.31
335,Pilar,BR,2022-02-14 15:35:30,-9.5972,-35.9567,87.73,39,76,14.09
336,Muravlenko,RU,2022-02-14 15:35:30,63.7898,74.523,-4.38,99,100,7.47
337,Tres Arroyos,AR,2022-02-14 15:35:31,-38.3739,-60.2798,90.07,16,5,10.74
338,Narsaq,GL,2022-02-14 15:31:45,60.9167,-46.05,17.82,67,98,14.99
339,Yerbogachen,RU,2022-02-14 15:31:35,61.2767,108.0108,-9.51,98,98,2.62
340,Vao,NC,2022-02-14 15:35:31,-22.6667,167.4833,79.09,84,86,18.39
341,Leningradskiy,RU,2022-02-14 15:31:51,69.3833,178.4167,-19.14,90,81,5.88
342,Zoersel,BE,2022-02-14 15:35:32,51.2675,4.7126,52.18,72,20,13.8
343,Adamas,GR,2022-02-14 15:35:33,36.7333,24.4333,51.22,61,13,5.23
344,Barra Do Bugres,BR,2022-02-14 15:35:33,-15.0725,-57.1811,86.43,61,83,5.03
345,Vawkavysk,BY,2022-02-14 15:35:34,53.1561,24.4513,40.71,77,6,13.33
346,Onega,RU,2022-02-14 15:35:35,63.9061,38.1404,33.06,99,100,9.15
347,Charagua,BO,2022-02-14 15:35:35,-19.8,-63.2167,72.97,40,35,9.13
348,Kualakapuas,ID,2022-02-14 15:35:36,-3.0091,114.3876,77.16,93,58,3.42
349,Kwekwe,ZW,2022-02-14 15:35:37,-18.9281,29.8149,77.99,35,5,11.54
350,Sioux Lookout,CA,2022-02-14 15:35:38,50.1001,-91.917,-16.53,76,75,2.3
351,La Ronge,CA,2022-02-14 15:35:38,55.1001,-105.2842,-15.93,98,36,3.44
352,Terrace,CA,2022-02-14 15:31:01,54.5163,-128.6035,33.71,100,100,4.61
353,Ilheus,BR,2022-02-14 15:35:39,-14.7889,-39.0494,87.62,70,40,9.22
354,Baoying,CN,2022-02-14 15:35:39,33.2292,119.3092,38.48,66,100,7.9
355,Borovoy,RU,2022-02-14 15:35:39,55.4333,86.0833,-4.0,100,79,2.57
356,Byron Bay,AU,2022-02-14 15:31:05,-28.65,153.6167,68.11,80,100,7.29
357,Fallon,US,2022-02-14 15:35:40,39.4735,-118.7774,37.27,41,75,11.5
358,Kalmunai,LK,2022-02-14 15:35:40,7.4167,81.8167,78.26,67,97,9.51
359,Aripuana,BR,2022-02-14 15:35:41,-9.1667,-60.6333,81.46,79,92,3.24
360,Bubaque,GW,2022-02-14 15:32:24,11.2833,-15.8333,79.43,49,0,10.85
361,Henties Bay,NA,2022-02-14 15:35:41,-22.116,14.2845,74.82,78,1,8.68
362,Coquimbo,CL,2022-02-14 15:31:44,-29.9533,-71.3436,69.53,64,0,11.5
363,Mehamn,NO,2022-02-14 15:31:20,71.0357,27.8492,32.18,74,100,41.16
364,Makinsk,KZ,2022-02-14 15:35:42,52.6292,70.4169,9.39,94,100,16.93
365,La Palma,US,2022-02-14 15:35:42,33.8464,-118.0467,73.94,52,20,5.75
366,Kargasok,RU,2022-02-14 15:35:43,59.0556,80.8572,8.02,96,100,7.54
367,Alofi,NU,2022-02-14 15:31:52,-19.0595,-169.9187,71.49,94,100,1.14
368,Lazi,UA,2022-02-14 15:35:44,48.0667,24.2333,28.49,94,67,1.92
369,Mackay,AU,2022-02-14 15:31:24,-21.15,149.2,74.68,94,40,14.97
370,Dongobesh,TZ,2022-02-14 15:35:45,-4.0667,35.3833,58.17,95,100,1.88
371,Bairnsdale,AU,2022-02-14 15:35:45,-37.8333,147.6167,66.7,89,0,3.85
372,Aranos,NA,2022-02-14 15:35:46,-24.1333,19.1167,78.82,44,91,18.57
373,Maple Creek,CA,2022-02-14 15:32:29,49.9168,-109.4848,33.85,64,100,8.05
374,Rumphi,MW,2022-02-14 15:35:47,-11.0186,33.8575,64.78,98,100,2.42
375,Panama City,PA,2022-02-14 15:32:28,8.9936,-79.5197,87.93,64,40,4.61
376,San Jose,US,2022-02-14 15:35:46,37.3394,-121.895,53.56,89,100,4.0
377,Jalu,LY,2022-02-14 15:35:47,29.0331,21.5482,62.58,34,0,7.16
378,Ugoofaaru,MV,2022-02-14 15:35:47,5.6667,73.0,82.58,65,86,2.73
379,Tabuk,PH,2022-02-14 15:35:48,17.4189,121.4443,71.02,94,99,8.63
380,Benguela,AO,2022-02-14 15:35:48,-12.5763,13.4055,82.44,62,68,6.38
381,Lata,PT,2022-02-14 15:35:48,40.1629,-8.3327,57.92,56,60,11.43
382,Fort Morgan,US,2022-02-14 15:35:49,40.2503,-103.8,39.81,69,0,8.05
383,Sumbe,AO,2022-02-14 15:35:49,-11.2061,13.8437,83.26,64,19,11.52
384,Los Algarrobos,PA,2022-02-14 15:35:50,8.5,-82.4333,84.45,74,40,4.61
385,Coruripe,BR,2022-02-14 15:32:07,-10.1256,-36.1756,87.76,52,86,14.43
386,Makokou,GA,2022-02-14 15:35:50,0.5738,12.8642,86.2,44,100,3.31
387,Half Moon Bay,US,2022-02-14 15:35:50,37.4636,-122.4286,53.62,92,100,5.75
388,Balykshi,KZ,2022-02-14 15:35:51,47.0667,51.8667,30.2,86,75,2.24
389,Yendi,GH,2022-02-14 15:35:51,9.4427,-0.0099,101.43,9,15,4.16
390,Acapulco,MX,2022-02-14 15:32:18,16.8634,-99.8901,78.62,65,40,2.3
391,Shizunai,JP,2022-02-14 15:33:06,42.3339,142.3669,25.81,74,99,6.76
392,Sungaipenuh,ID,2022-02-14 15:35:52,-2.0833,101.3833,66.2,93,88,1.39
393,Camacha,PT,2022-02-14 15:32:13,33.0833,-16.3333,62.02,63,40,11.5
394,Ornskoldsvik,SE,2022-02-14 15:35:52,63.2909,18.7153,28.22,68,100,4.61
395,Kapoeta,SS,2022-02-14 15:35:53,4.7717,33.5903,93.58,22,99,10.8
396,Klaksvik,FO,2022-02-14 15:32:26,62.2266,-6.589,34.72,59,100,18.14
397,Nizhniy Kuranakh,RU,2022-02-14 15:35:53,58.8353,125.4869,-14.71,99,96,2.21
398,Perevolotskiy,RU,2022-02-14 15:35:54,51.8763,54.1938,4.66,100,84,1.83
399,Hovd,MN,2022-02-14 15:31:13,48.0056,91.6419,-10.17,83,38,2.68
400,Samba,IN,2022-02-14 15:35:54,32.5667,75.1167,57.09,65,100,2.44
401,Aswan,EG,2022-02-14 15:35:55,24.0934,32.907,71.55,17,2,11.52
402,Nouakchott,MR,2022-02-14 15:35:55,18.0858,-15.9785,91.33,25,100,14.81
403,Maxixe,MZ,2022-02-14 15:35:56,-23.8597,35.3472,82.22,78,40,11.5
404,Takoradi,GH,2022-02-14 15:35:59,4.8845,-1.7554,83.57,70,26,6.71
405,Klyavlino,RU,2022-02-14 15:36:00,54.2649,52.0267,17.92,96,99,8.19
406,Evensk,RU,2022-02-14 15:36:00,61.95,159.2333,0.14,66,69,12.06
407,Doncaster,GB,2022-02-14 15:36:02,53.5233,-1.1369,47.82,87,40,9.22
408,Mayskiy,RU,2022-02-14 15:36:02,47.6931,40.1025,40.44,63,0,4.56
409,Ilhabela,BR,2022-02-14 15:36:03,-23.7781,-45.3581,84.04,65,1,6.73
410,Mgachi,RU,2022-02-14 15:36:03,51.05,142.2667,-17.19,95,37,1.92
411,Kharp,RU,2022-02-14 15:36:05,66.8014,65.8081,-14.85,99,95,2.35
412,Puerto Colombia,CO,2022-02-14 15:36:05,10.9878,-74.9547,86.09,70,24,22.93
413,Tihuatlan,MX,2022-02-14 15:36:06,20.7167,-97.5333,57.72,82,40,0.0
414,Batsfjord,NO,2022-02-14 15:36:06,70.6345,29.7185,24.73,95,98,31.18
415,Ulaangom,MN,2022-02-14 15:36:06,49.9811,92.0667,-25.69,95,83,3.31
416,Himeji,JP,2022-02-14 15:36:07,34.8167,134.7,42.73,67,25,3.38
417,Saint-Augustin,CA,2022-02-14 15:36:07,51.226,-58.6502,-0.94,74,99,8.95
418,Sevnica,SI,2022-02-14 15:36:08,46.0078,15.3156,50.68,93,100,3.22
419,Bushenyi,UG,2022-02-14 15:36:08,-0.5853,30.2114,71.35,51,98,1.7
420,Tiarei,PF,2022-02-14 15:36:08,-17.5333,-149.3333,77.02,77,24,16.46
421,Kilifi,KE,2022-02-14 15:31:37,-3.6305,39.8499,82.38,80,8,9.75
422,Lagoa,PT,2022-02-14 15:36:09,39.05,-27.9833,58.78,70,48,8.97
423,Haysville,US,2022-02-14 15:36:09,37.5645,-97.3523,44.58,49,0,13.8
424,Santa Fe,AR,2022-02-14 15:36:10,-31.6333,-60.7,86.02,33,0,5.01
425,That Phanom,TH,2022-02-14 15:36:10,16.9364,104.7104,64.26,78,42,7.78
426,Duzce,TR,2022-02-14 15:36:11,40.8389,31.1639,41.13,95,100,2.01
427,Naron,ES,2022-02-14 15:36:11,43.5167,-8.1528,57.04,78,20,11.68
428,Pemberton,CA,2022-02-14 15:36:12,50.3164,-122.8027,37.09,94,100,0.89
429,Kosino,RU,2022-02-14 15:36:12,58.4127,51.2782,19.67,94,100,9.64
430,Tartagal,AR,2022-02-14 15:36:12,-22.5164,-63.8013,78.94,49,46,4.34
431,Simao,CN,2022-02-14 15:36:13,22.7886,100.9748,52.38,51,7,2.46
432,San Lawrenz,MT,2022-02-14 15:36:13,36.0553,14.204,57.85,74,46,1.01
433,Pandan,PH,2022-02-14 15:36:13,14.0453,124.1694,75.33,79,54,5.39
434,Caruray,PH,2022-02-14 15:36:14,10.3094,119.0128,76.57,83,93,5.79
435,Bukama,CD,2022-02-14 15:36:14,-9.2,25.85,76.21,86,80,1.28
436,Mareeba,AU,2022-02-14 15:36:15,-17.0,145.4333,72.45,90,63,2.15
437,Shimoda,JP,2022-02-14 15:32:25,34.6667,138.95,39.31,67,15,7.49
438,Rocha,UY,2022-02-14 15:36:15,-34.4833,-54.3333,78.71,41,0,14.45
439,Kirakira,SB,2022-02-14 15:36:16,-10.4544,161.9205,79.7,84,99,7.56
440,Dashitou,CN,2022-02-14 15:36:16,43.3067,128.5114,5.0,97,100,4.09
441,Batagay-Alyta,RU,2022-02-14 15:31:14,67.8006,130.4114,-17.48,74,7,5.57
442,Whangarei,NZ,2022-02-14 15:36:17,-35.7317,174.3239,56.48,91,1,2.39
443,Hambantota,LK,2022-02-14 15:32:45,6.1241,81.1185,79.14,89,20,11.5
444,Ghanzi,BW,2022-02-14 15:36:18,-21.5667,21.7833,89.89,24,14,10.8
445,Elko,US,2022-02-14 15:36:18,41.0002,-115.5012,40.05,67,100,2.24
446,Lucapa,AO,2022-02-14 15:36:19,-8.4192,20.7447,69.66,92,76,2.35
447,Te Anau,NZ,2022-02-14 15:36:19,-45.4167,167.7167,49.75,85,98,0.63
448,Quatre Cocos,MU,2022-02-14 15:36:20,-20.2078,57.7625,82.51,88,100,13.27
449,Samana,DO,2022-02-14 15:36:20,19.2056,-69.3369,78.76,94,75,0.0
450,Colombia,CU,2022-02-14 15:36:20,20.9881,-77.4297,72.32,66,18,16.11
451,Chicama,PE,2022-02-14 15:36:21,-7.8447,-79.1469,66.74,54,79,8.28
452,Viedma,AR,2022-02-14 15:32:21,-40.8135,-62.9967,83.19,34,7,16.35
453,Anadyr,RU,2022-02-14 15:36:21,64.75,177.4833,-35.9,65,91,8.95
454,Sao Jose Da Coroa Grande,BR,2022-02-14 15:32:48,-8.8978,-35.1478,85.93,62,31,10.63
455,Miri,MY,2022-02-14 15:36:22,4.4148,114.0089,80.74,94,40,5.75
456,Batouri,CM,2022-02-14 15:36:22,4.4333,14.3667,94.57,12,62,3.4
457,Chatakonda,IN,2022-02-14 15:36:23,17.55,80.65,72.41,59,6,10.22
458,Riachao Das Neves,BR,2022-02-14 15:36:23,-11.7461,-44.91,85.84,57,22,3.02
459,Liepaja,LV,2022-02-14 15:36:24,56.5419,21.0367,41.05,60,0,17.27
460,Saurimo,AO,2022-02-14 15:36:24,-9.6608,20.3916,69.01,92,100,3.78
461,Greenwood,US,2022-02-14 15:36:24,34.1668,-82.1165,44.8,39,0,8.05
462,Vardo,NO,2022-02-14 15:36:25,70.3705,31.1107,21.18,93,75,21.85
463,Ayagoz,KZ,2022-02-14 15:36:25,47.9714,80.4392,26.46,95,100,23.85
464,Wyndham,US,2022-02-14 15:32:27,37.6985,-77.6125,33.71,63,56,5.01
465,New Glasgow,CA,2022-02-14 15:36:26,45.5834,-62.6486,22.78,93,100,17.29
466,Conceicao Do Araguaia,BR,2022-02-14 15:36:26,-8.2578,-49.2647,86.11,59,68,5.61
467,Mimongo,GA,2022-02-14 15:36:26,-1.6195,11.6068,78.12,80,97,2.55
468,Lexington,US,2022-02-14 15:33:43,37.9887,-84.4777,28.54,70,100,1.99
469,Balestrand,NO,2022-02-14 15:36:27,61.2076,6.5334,42.8,90,100,5.28
470,Portland,US,2022-02-14 15:31:31,45.5234,-122.6762,47.84,90,100,11.01
471,Kutum,SD,2022-02-14 15:36:27,14.2,24.6667,77.32,10,42,11.03
472,Prieska,ZA,2022-02-14 15:36:28,-29.6641,22.7474,93.79,17,93,5.08
473,Tomohon,ID,2022-02-14 15:36:28,1.3346,124.8392,67.14,94,86,0.54
474,Yerofey Pavlovich,RU,2022-02-14 15:36:28,53.9667,121.9667,-4.36,93,100,2.71
475,Gonbad-E Qabus,IR,2022-02-14 15:36:29,37.25,55.1672,49.15,54,72,4.23
476,Buochs,CH,2022-02-14 15:36:29,46.974,8.4228,50.2,50,75,2.3
477,Herat,AF,2022-02-14 15:36:29,34.5,62.0,37.76,73,3,14.12
478,Prainha,BR,2022-02-14 15:31:15,-1.8,-53.48,84.79,65,78,5.35
479,Nabire,ID,2022-02-14 15:36:30,-3.3667,135.4833,75.54,92,100,3.67
480,Muisne,EC,2022-02-14 15:36:30,0.6,-80.0333,80.71,87,97,7.05
481,Selma,US,2022-02-14 15:36:31,36.5708,-119.6121,51.91,42,67,1.25
482,Yeniseysk,RU,2022-02-14 15:36:31,58.4497,92.1703,-2.67,89,87,10.42
483,Talara,PE,2022-02-14 15:36:32,-4.5772,-81.2719,81.36,54,40,13.8
484,Isla Mujeres,MX,2022-02-14 15:36:32,21.2311,-86.731,73.45,59,98,14.9
485,Biak,ID,2022-02-14 15:31:58,-0.9131,122.8766,75.97,87,66,2.01
486,Marawi,PH,2022-02-14 15:36:33,7.9986,124.2928,66.65,93,66,1.16
487,Vinh Long,VN,2022-02-14 15:36:34,10.25,105.9667,78.78,73,5,11.72
488,Sao Felix Do Xingu,BR,2022-02-14 15:36:34,-6.6447,-51.995,86.9,54,64,3.89
489,Ishigaki,JP,2022-02-14 15:36:35,24.3448,124.1572,66.83,61,88,21.99
490,Grindavik,IS,2022-02-14 15:36:35,63.8424,-22.4338,37.87,75,75,39.12
491,Panguna,PG,2022-02-14 15:36:35,-6.3164,155.4848,68.9,94,97,1.81
492,Yuxia,CN,2022-02-14 15:36:36,34.0615,108.6291,39.81,65,81,5.91
493,Novobirilyussy,RU,2022-02-14 15:36:36,56.9514,90.6661,5.32,95,100,8.95
494,Taltal,CL,2022-02-14 15:36:37,-25.4,-70.4833,71.96,69,91,6.51
495,Pangody,RU,2022-02-14 15:36:37,65.85,74.4859,-17.23,100,70,7.45
496,Gogrial,SS,2022-02-14 15:36:37,8.5332,28.1004,89.92,9,73,5.37
497,Bonavista,CA,2022-02-14 15:31:28,48.6499,-53.1147,24.12,87,100,21.47
498,Sibut,CF,2022-02-14 15:36:39,5.718,19.0739,96.55,12,100,4.47
499,Cassilandia,BR,2022-02-14 15:36:40,-19.1133,-51.7342,88.45,52,7,1.59
500,Kerman,IR,2022-02-14 15:33:11,30.2832,57.0788,46.26,46,0,4.61
501,Les Cayes,HT,2022-02-14 15:36:44,18.2,-73.75,83.95,54,0,8.57
502,Takehara,JP,2022-02-14 15:36:48,34.3383,132.9167,42.6,71,5,4.81
503,Port Keats,AU,2022-02-14 15:36:48,-14.25,129.55,79.47,79,10,3.4
504,Misratah,LY,2022-02-14 15:36:49,32.3754,15.0925,62.98,50,7,13.04
505,Oranjemund,NA,2022-02-14 15:33:06,-28.55,16.4333,73.47,71,17,7.94
506,Chapada Dos Guimaraes,BR,2022-02-14 15:36:55,-15.4606,-55.7497,74.86,71,40,4.38
507,Vilcun,CL,2022-02-14 15:36:55,-38.65,-72.2333,54.34,28,0,5.14
508,Ayan,RU,2022-02-14 15:36:56,56.45,138.1667,-9.69,82,2,7.38
509,Lillooet,CA,2022-02-14 15:36:56,50.6856,-121.942,36.32,92,100,2.19
510,Bara,NG,2022-02-14 15:36:57,10.3744,10.7288,96.58,7,8,11.05
511,Zaria,NG,2022-02-14 15:36:57,11.1113,7.7227,91.92,8,0,13.11
512,Maridi,SS,2022-02-14 15:36:58,4.9158,29.4742,90.23,15,73,8.66
513,Kherson,UA,2022-02-14 15:36:58,46.6558,32.6178,40.98,55,2,7.83
514,Namuac,PH,2022-02-14 15:36:58,18.6109,121.1657,73.8,87,100,17.16
515,Mecca,SA,2022-02-14 15:35:07,21.4267,39.8261,78.76,26,14,7.78
516,Lucera,IT,2022-02-14 15:36:59,41.5082,15.3351,57.29,63,20,13.8
517,Angoche,MZ,2022-02-14 15:36:59,-16.2325,39.9086,80.28,84,58,6.4
518,Ojinaga,MX,2022-02-14 15:36:02,29.5667,-104.4167,45.55,29,0,0.0
519,Grand-Santi,GF,2022-02-14 15:31:14,4.25,-54.3833,81.66,79,95,4.32
520,College,US,2022-02-14 15:33:19,64.8569,-147.8028,-5.78,74,20,0.0
521,Mountain Home,US,2022-02-14 15:37:00,43.133,-115.6912,29.68,100,75,14.97
522,Pitimbu,BR,2022-02-14 15:37:01,-7.4706,-34.8086,88.39,63,99,12.3
523,Karratha,AU,2022-02-14 15:37:01,-20.7377,116.8463,88.88,62,84,13.82
524,Port Shepstone,ZA,2022-02-14 15:37:01,-30.7414,30.455,72.5,80,100,10.6
525,Susehri,TR,2022-02-14 15:37:02,40.1644,38.0867,25.99,94,100,2.89
526,Dunedin,NZ,2022-02-14 15:32:27,-45.8742,170.5036,57.79,87,100,2.62
527,Poum,NC,2022-02-14 15:31:33,-20.2333,164.0167,81.07,81,100,16.73
528,Kangaatsiaq,GL,2022-02-14 15:31:50,68.3065,-53.4641,-11.74,95,87,4.85
529,Santa Maria Del Oro,MX,2022-02-14 15:37:03,25.9333,-105.3667,50.88,24,1,1.72
530,Waitati,NZ,2022-02-14 15:37:03,-45.75,170.5667,57.79,87,100,2.1
531,Marrakesh,MA,2022-02-14 15:37:04,31.6315,-8.0083,73.47,31,40,3.44
532,Gornopravdinsk,RU,2022-02-14 15:37:05,60.05,69.9,-2.72,99,100,3.53
533,Gravdal,NO,2022-02-14 15:33:11,68.1214,13.5031,31.68,93,40,5.75
534,Khandyga,RU,2022-02-14 15:37:05,62.6667,135.6,-42.57,100,49,1.41
535,Chipinge,ZW,2022-02-14 15:37:06,-20.1883,32.6236,74.43,54,22,3.89
536,Adrar,MR,2022-02-14 15:37:06,20.5022,-10.0711,74.68,12,100,16.71
537,Salamiyah,SY,2022-02-14 15:37:07,35.0113,37.0532,49.41,85,36,12.1
538,Kaeo,NZ,2022-02-14 15:37:07,-35.1,173.7833,56.32,90,0,5.08
539,Hearst,CA,2022-02-14 15:37:08,49.6835,-83.6665,-5.55,82,100,6.4
540,Norden,DE,2022-02-14 15:37:08,53.6,7.2,49.98,73,65,3.0
541,Norman Wells,CA,2022-02-14 15:35:30,65.282,-126.8329,-11.16,70,100,19.57
542,Pleshanovo,RU,2022-02-14 15:37:09,52.8333,53.4833,11.68,99,100,5.23
543,Dawei,MM,2022-02-14 15:37:09,14.0833,98.2,75.74,75,24,2.59
544,Manadhoo,MV,2022-02-14 15:37:09,5.7667,73.3833,81.57,70,84,4.85
545,Santa Maria,BR,2022-02-14 15:37:10,-29.6842,-53.8069,78.1,38,0,5.75
546,Miles City,US,2022-02-14 15:37:10,46.4083,-105.8406,31.51,80,0,5.75
547,Bronderslev,DK,2022-02-14 15:37:11,57.2702,9.941,45.9,84,100,20.24
548,Luanda,AO,2022-02-14 15:37:11,-8.8368,13.2343,86.0,51,40,9.22
549,Haldibari,IN,2022-02-14 15:37:12,26.3333,88.7667,67.35,43,0,3.62
550,Cedar City,US,2022-02-14 15:28:58,37.6775,-113.0619,27.57,50,0,4.61
551,Toppenish,US,2022-02-14 15:34:07,46.3774,-120.3087,38.57,68,93,8.57
